,avg_perplexity_per_sentence,avg_perplexity_per_token,bleu_score,rouge1,rougeL,word_accuracy
0,72.01527404785156,72.01526641845703,1.9016029422515784e-81,0.02080952832222179,0.018970762344310957,0.5050817498895271
1,20.032453536987305,20.03245735168457,0.020661949933493434,0.022059927544101438,0.019784479065297147,0.5498111425873465
2,408.77862548828125,408.77862548828125,0.0605270160955744,0.05169622295042112,0.04221729336941312,0.5775234131113424
3,30.636341094970703,30.636341094970703,0.037083635089862024,0.04659428870291413,0.04044525323015746,0.6234792554850785
4,85.84489440917969,85.84490203857422,0.07169914729214136,0.08126659042110264,0.05965857881784613,0.6407836153161175
5,95.09758758544922,95.09757995605469,0.07966336989391797,0.07938953463186399,0.058850726172353034,0.7053286534779835
6,166.45867919921875,166.4586944580078,0.06600820036293471,0.06338979710270275,0.04811435042912114,0.6695433297375045
7,56.38810729980469,56.38810348510742,0.049393224443766294,0.05915136236858602,0.046748298227171525,0.7111954459203036
8,57.84219741821289,57.84219741821289,0.06571134707360812,0.057721379908453205,0.046590338574166223,0.6333119062924076
9,128.67874145507812,128.67874145507812,0.04994162092863375,0.049396322299604015,0.04019856587471711,0.6505567401089789
10,35.584163665771484,35.58416748046875,0.06083976611423057,0.06300234922599326,0.048451352371570805,0.6549499294307413
11,143.93760681152344,143.9376220703125,0.07029759594933632,0.07668428230231307,0.058044867748637693,0.6960227272727273
12,94.53418731689453,94.53419494628906,0.07980664750122109,0.07172004410434119,0.05549129067020998,0.6803393761826283
13,43.115177154541016,43.115177154541016,0.06163941171497529,0.06137829912430827,0.0473479547534197,0.7247511113893933
14,62.04003143310547,62.040035247802734,0.06308594950358912,0.07757815425801715,0.05878699013940432,0.7064942874323512
15,1605.7454833984375,1605.7454833984375,0.07651082859284969,0.07676473980484269,0.058748395721019545,0.7326624496837263
16,75.37020874023438,75.37020874023438,0.07248387313320559,0.07061681262203139,0.05533205174184938,0.7023935343487722
17,45.67896270751953,45.6789665222168,0.06964721447276404,0.07477995712666838,0.056872952081387075,0.7035015637456307
18,48.03647232055664,48.036476135253906,0.058419691536448604,0.06787166717539997,0.052670112677142174,0.7311240420096509
19,48.02922821044922,48.02922439575195,0.05531206897555392,0.062375967586995346,0.04878526069983149,0.7176616011052134
20,82.44863891601562,82.4486312866211,0.06613289231501927,0.07400942168858943,0.056582062468622886,0.7451039651837524
