,avg_perplexity_per_sentence,avg_perplexity_per_token,bleu_score,rouge1,rougeL,word_accuracy
0,13722.4228515625,13722.4228515625,1.1858375720053696e-232,0.032530914365706494,0.02436016957272733,0.9622437388435117
1,373.9308166503906,373.93084716796875,0.00021112817078816162,0.09099067609401981,0.06320299987705907,0.9287528005974608
2,6251.845703125,6251.845703125,4.445530744225651e-80,0.08223575899662589,0.05723837304787972,0.9340758038440812
3,31260.060546875,31260.056640625,0.00041400077290413943,0.07695875553670525,0.05388528503461702,0.9202382922389541
4,1412.1102294921875,1412.1102294921875,0.00015062092955801432,0.09286034704888307,0.06198928196320771,0.9286193029490617
5,4096.388671875,4096.388671875,0.00021597508905459977,0.10752437194724354,0.069211455771897,0.9236204166159093
6,7076.17919921875,7076.1796875,0.0002954069256186717,0.09125127026989108,0.06350660696767135,0.926463473633285
7,3127.017822265625,3127.017578125,0.0005148823985146764,0.09559609294187726,0.06364309201363541,0.9289037510904332
8,1467.1136474609375,1467.1136474609375,0.000469919579564956,0.07531425313879062,0.05352761295375146,0.9279946164199192
9,3387.779541015625,3387.77978515625,0.0027944949937178084,0.09453414621789047,0.06564376525948498,0.9312946783161239
10,2277.151611328125,2277.15185546875,4.150044100844592e-80,0.07977123383310354,0.05595089874689262,0.9335929493748719
11,2392.842529296875,2392.842041015625,5.176904075055258e-80,0.09095223297041474,0.060262881211152634,0.9333551127082653
12,5729.05712890625,5729.0576171875,9.283852907903329e-80,0.1049104282961536,0.06772104741899929,0.9284961966062024
13,2023.2119140625,2023.2119140625,7.588596731178882e-80,0.08335160679756594,0.05931140629050367,0.9244257841442332
14,21352.060546875,21352.0625,0.001246053128919426,0.0959425331172396,0.06490004914040845,0.934220251293422
15,3435.751708984375,3435.75146484375,1.68799369964243e-05,0.09187822459983205,0.061308022511021805,0.927987839635189
16,3899.7822265625,3899.782470703125,0.0004744371027254542,0.09101080059608793,0.060614533057184644,0.9329956584659913
17,10997.4765625,10997.4755859375,0.000259991102367046,0.09224228031293272,0.0626965838113337,0.9310257062865869
18,4578.330078125,4578.330078125,7.537556782570164e-80,0.10244738627823965,0.06906149646726922,0.9360724033903175
19,3240.6005859375,3240.600341796875,2.6904784478945795e-80,0.09207887932509479,0.0639687948030277,0.9237089201877934
20,6571.736328125,6571.736328125,0.0005160763369593186,0.09515320978262712,0.06377528832811585,0.9324866310160428
21,4120.57275390625,4120.572265625,0.0006253193782843357,0.09860269713675145,0.06090838741690384,0.9382219338092148
